Charger Type,Charging End Time,Charging Start Time,City,Installation Date,Month,Operational Status,Payment Mode,Session ID,Station ID,Total Sessions,User ID,Vehicle Type,Average Energy Per Session,Billed Amount INR,Charging Duration min,Energy Delivered kWh,Latitude,Longitude,No of Ports,Power Rating kW,Year
DC Fast,19-02-2023 07:25,19-02-2023 05:51,Hyderabad,19-01-2022,February,Inactive,UPI,SESS0260,STN185,SESS0260,USR1772,Bus,16.35,134.44,94,16.35,18.109777,72.210033,5,15,2023
DC Fast,07-07-2023 05:11,07-07-2023 03:09,Delhi,28-04-2023,July,Inactive,Credit Card,SESS0052,STN134,SESS0052,USR6755,2W,170.88,1355.44,122,170.88,18.339194,76.055795,4,3.3,2023
AC Slow,27-12-2023 20:55,27-12-2023 18:49,Delhi,21-10-2022,December,Active,UPI,SESS0218,STN178,SESS0218,USR8797,2W,159.83,1181.97,126,159.83,18.117868,74.339704,6,7.4,2023
AC Fast,29-01-2023 09:44,29-01-2023 08:00,Mumbai,15-11-2021,January,Inactive,Net Banking,SESS0025,STN166,SESS0025,USR9303,4W,277.53,2490.4,104,277.53,17.487145,77.056793,6,120,2023
DC Fast,23-06-2023 11:26,23-06-2023 10:45,Pune,10-07-2021,June,Active,Credit Card,SESS0265,STN129,SESS0265,USR5971,4W,214.09,2459.61,41,214.09,18.156691,72.108162,2,50,2023
AC Slow,05-10-2023 03:57,05-10-2023 03:03,Hyderabad,28-01-2021,October,Inactive,Wallet,SESS0223,STN177,SESS0223,USR3816,Bus,159.79,1513.34,54,159.79,17.941537,75.090467,6,15,2023
AC Fast,10-11-2023 02:25,10-11-2023 01:24,Hyderabad,24-02-2022,November,Inactive,Net Banking,SESS0005,STN135,SESS0005,USR4344,Bus,168.4,1822.2,61,168.4,17.407074,72.605819,3,7.4,2023
DC Fast,28-12-2023 16:44,28-12-2023 14:01,Mumbai,18-04-2021,December,Inactive,Net Banking,SESS0205,STN113,SESS0205,USR5663,Bus,220.18,2041.47,163,220.18,17.237995,73.96413,5,50,2023
DC Fast,02-03-2023 04:18,02-03-2023 02:35,Delhi,10-02-2023,March,Inactive,Credit Card,SESS0116,STN105,SESS0116,USR9940,Bus,64.16,296.66,103,64.16,17.756658,73.618208,3,50,2023
DC Fast,14-04-2023 13:09,14-04-2023 12:15,Hyderabad,30-03-2021,April,Active,UPI,SESS0126,STN198,SESS0126,USR4218,2W,293.76,2532.27,54,293.76,17.997554,73.384276,2,120,2023
DC Fast,12-07-2023 01:10,11-07-2023 22:26,Delhi,03-05-2022,July,Inactive,Credit Card,SESS0033,STN180,SESS0033,USR8345,4W,208.85,1516.75,164,208.85,18.4902,76.798485,2,120,2023
DC Fast,05-05-2023 18:51,05-05-2023 16:33,Hyderabad,02-01-2021,May,Active,Credit Card,SESS0094,STN170,SESS0094,USR4434,Bus,127.01,1473.8,138,127.01,18.744434,73.709459,6,7.4,2023
AC Fast,22-07-2023 16:02,22-07-2023 15:01,Pune,02-06-2021,July,Active,Credit Card,SESS0111,STN190,SESS0111,USR4920,2W,159.05,1370.85,61,159.05,18.815688,74.699156,3,50,2023
AC Fast,26-05-2023 13:08,26-05-2023 12:25,Pune,22-05-2021,May,Inactive,Wallet,SESS0224,STN101,SESS0224,USR2256,Bus,158.57,687.92,43,158.57,18.913416,73.191205,6,3.3,2023
DC Fast,02-05-2023 13:00,02-05-2023 12:08,Pune,25-05-2022,May,Active,Wallet,SESS0115,STN116,SESS0115,USR2420,3W,29.29,186.33,52,29.29,17.037352,72.670137,5,15,2023
AC Fast,22-08-2023 07:22,22-08-2023 04:46,Bangalore,11-06-2021,August,Active,UPI,SESS0229,STN166,SESS0229,USR3461,4W,22.8,100.81,156,22.8,17.848474,76.66914,3,50,2023
DC Fast,26-07-2023 15:07,26-07-2023 14:12,Mumbai,01-03-2023,July,Active,Wallet,SESS0261,STN163,SESS0261,USR5171,Bus,63.78,750.6,55,63.78,18.584051,77.167593,5,3.3,2023
DC Fast,18-05-2023 14:18,18-05-2023 11:29,Hyderabad,03-09-2022,May,Inactive,Wallet,SESS0135,STN116,SESS0135,USR5880,4W,174.37,797.37,169,174.37,18.663258,72.537148,5,7.4,2023
AC Slow,20-07-2023 04:14,20-07-2023 01:41,Pune,03-07-2022,July,Inactive,Net Banking,SESS0130,STN149,SESS0130,USR7967,Bus,299.98,3283.76,153,299.98,17.337286,76.449238,6,7.4,2023
AC Fast,26-02-2023 16:23,26-02-2023 14:39,Hyderabad,03-12-2021,February,Inactive,UPI,SESS0114,STN109,SESS0114,USR1663,3W,208.05,2047.12,104,208.05,17.702601,76.363986,2,120,2023
DC Fast,15-06-2023 12:12,15-06-2023 09:45,Pune,12-04-2023,June,Active,Net Banking,SESS0075,STN148,SESS0075,USR5625,Bus,249.69,2261.78,147,249.69,18.933006,74.876032,2,7.4,2023
DC Fast,05-03-2023 18:53,05-03-2023 18:17,Bangalore,25-02-2022,March,Inactive,Credit Card,SESS0020,STN179,SESS0020,USR7053,3W,94.45,788.86,36,94.45,17.567198,76.989991,5,7.4,2023
AC Slow,10-10-2023 13:12,10-10-2023 11:49,Bangalore,21-06-2021,October,Inactive,Wallet,SESS0159,STN157,SESS0159,USR9971,4W,205.26,1273.78,83,205.26,17.51742,72.034137,2,3.3,2023
AC Slow,27-04-2023 02:43,27-04-2023 00:27,Pune,20-01-2021,April,Inactive,Wallet,SESS0026,STN176,SESS0026,USR6770,3W,167.74,1631.52,136,167.74,17.12239,74.268693,2,15,2023
AC Fast,29-04-2023 09:35,29-04-2023 07:29,Mumbai,11-11-2022,April,Inactive,Credit Card,SESS0140,STN182,SESS0140,USR7068,3W,55.65,283.02,126,55.65,18.998709,74.494395,2,15,2023
AC Fast,22-05-2023 23:35,22-05-2023 21:27,Delhi,16-08-2022,May,Active,Net Banking,SESS0051,STN111,SESS0051,USR3953,3W,174.65,2081.14,128,174.65,17.836812,75.514556,6,50,2023
DC Fast,31-08-2023 01:37,30-08-2023 23:40,Hyderabad,30-03-2021,August,Active,UPI,SESS0126,STN198,SESS0126,USR4218,2W,124.34,641.37,117,124.34,17.997554,73.384276,2,120,2023
DC Fast,02-11-2023 09:17,02-11-2023 07:44,Bangalore,03-06-2023,November,Inactive,Wallet,SESS0110,STN167,SESS0110,USR2018,2W,126.42,764.45,93,126.42,18.328043,77.959413,4,7.4,2023
DC Fast,17-12-2023 08:08,17-12-2023 07:05,Delhi,15-09-2023,December,Inactive,Credit Card,SESS0127,STN178,SESS0127,USR9668,2W,242.17,1264.06,63,242.17,17.814499,77.463796,5,50,2023
DC Fast,07-01-2023 03:02,07-01-2023 01:14,Mumbai,20-02-2023,January,Active,Wallet,SESS0267,STN127,SESS0267,USR1178,2W,160,1393.63,108,160,18.671011,72.403356,5,15,2023
AC Slow,23-02-2023 20:30,23-02-2023 19:51,Mumbai,27-04-2023,February,Inactive,Net Banking,SESS0240,STN164,SESS0240,USR6863,3W,172.03,1273.97,39,172.03,17.95459,72.05775,4,7.4,2023
AC Slow,21-07-2023 09:51,21-07-2023 09:03,Delhi,05-07-2023,July,Active,Credit Card,SESS0168,STN120,SESS0168,USR1236,4W,241.98,1090.95,48,241.98,18.235049,76.112389,3,15,2023
DC Fast,08-10-2023 08:43,08-10-2023 06:11,Pune,15-07-2022,October,Inactive,Net Banking,SESS0292,STN122,SESS0292,USR1508,Bus,131.87,900.11,152,131.87,17.899077,73.008669,6,15,2023
DC Fast,15-07-2023 05:36,15-07-2023 03:06,Bangalore,28-07-2022,July,Inactive,Credit Card,SESS0112,STN195,SESS0112,USR3335,4W,74.61,331.47,150,74.61,18.663277,73.476957,3,3.3,2023
AC Fast,02-07-2023 07:56,02-07-2023 05:43,Pune,12-09-2021,July,Active,Wallet,SESS0050,STN174,SESS0050,USR1186,2W,226.17,2042.81,133,226.17,17.337378,76.679881,5,50,2023
DC Fast,05-04-2023 22:57,05-04-2023 21:32,Bangalore,07-03-2023,April,Inactive,Net Banking,SESS0076,STN107,SESS0076,USR9253,4W,197.43,1794.16,85,197.43,17.25272,73.574214,5,15,2023
AC Fast,05-08-2023 05:56,05-08-2023 04:51,Hyderabad,03-12-2021,August,Inactive,UPI,SESS0114,STN109,SESS0114,USR1663,3W,276.1,2369.6,65,276.1,17.702601,76.363986,2,120,2023
AC Slow,27-09-2023 12:11,27-09-2023 09:47,Pune,03-02-2023,September,Active,Net Banking,SESS0190,STN165,SESS0190,USR8267,Bus,111.3,651.15,144,111.3,17.691826,76.64523,3,15,2023
DC Fast,13-10-2023 14:49,13-10-2023 12:01,Hyderabad,18-01-2021,October,Active,UPI,SESS0066,STN198,SESS0066,USR3626,4W,261.12,2731.89,168,261.12,18.54684,76.003049,6,7.4,2023
AC Fast,13-01-2023 11:04,13-01-2023 08:59,Hyderabad,23-03-2021,January,Inactive,Wallet,SESS0209,STN160,SESS0209,USR1194,2W,227.56,1981.22,125,227.56,18.082947,72.41574,4,120,2023
DC Fast,25-07-2023 06:35,25-07-2023 04:52,Mumbai,06-12-2021,July,Active,Credit Card,SESS0291,STN135,SESS0291,USR9242,2W,40.96,246.23,103,40.96,17.683592,72.369444,5,120,2023
AC Fast,22-06-2023 14:03,22-06-2023 12:43,Pune,06-08-2021,June,Active,Net Banking,SESS0021,STN101,SESS0021,USR7173,Bus,253.34,1568.76,80,253.34,17.33022,75.957603,2,15,2023
AC Slow,19-11-2023 10:27,19-11-2023 07:43,Hyderabad,15-04-2023,November,Inactive,Wallet,SESS0071,STN191,SESS0071,USR1556,Bus,277.95,2674.11,164,277.95,17.15818,72.894879,4,3.3,2023
AC Fast,23-01-2023 01:41,23-01-2023 00:55,Hyderabad,21-03-2023,January,Inactive,Net Banking,SESS0152,STN198,SESS0152,USR4581,4W,20.15,169.47,46,20.15,18.746321,75.175188,3,7.4,2023
AC Fast,08-11-2023 13:28,08-11-2023 12:40,Bangalore,29-04-2022,November,Active,Net Banking,SESS0199,STN188,SESS0199,USR4356,2W,59.49,499.8,48,59.49,18.566942,72.252271,3,15,2023
AC Fast,17-12-2023 12:20,17-12-2023 10:37,Hyderabad,02-07-2021,December,Active,Net Banking,SESS0252,STN178,SESS0252,USR7572,Bus,233.65,2054.98,103,233.65,17.529116,72.309247,3,50,2023
DC Fast,19-01-2023 08:12,19-01-2023 06:08,Delhi,15-09-2023,January,Inactive,Credit Card,SESS0127,STN178,SESS0127,USR9668,2W,148,1627.48,124,148,17.814499,77.463796,5,50,2023
DC Fast,01-06-2023 15:15,01-06-2023 12:47,Hyderabad,15-12-2022,June,Active,Credit Card,SESS0157,STN117,SESS0157,USR4716,3W,271.84,2168.67,148,271.84,17.70102,77.055793,4,3.3,2023
AC Slow,30-03-2023 22:19,30-03-2023 21:26,Bangalore,01-09-2021,March,Active,UPI,SESS0289,STN169,SESS0289,USR8480,4W,193.25,1284.41,53,193.25,18.532724,76.197534,2,50,2023
AC Fast,24-04-2023 11:43,24-04-2023 09:46,Bangalore,04-09-2021,April,Active,Wallet,SESS0142,STN114,SESS0142,USR3705,3W,275.43,2879.42,117,275.43,18.25438,73.939095,5,7.4,2023
AC Slow,18-11-2023 08:09,18-11-2023 06:03,Delhi,19-08-2021,November,Active,UPI,SESS0099,STN150,SESS0099,USR1181,Bus,126.47,800.96,126,126.47,18.822324,77.344361,6,15,2023
DC Fast,06-12-2023 23:18,06-12-2023 22:41,Delhi,22-04-2023,December,Active,Net Banking,SESS0166,STN198,SESS0166,USR8341,4W,162.14,974.22,37,162.14,18.19665,75.033952,6,120,2023
DC Fast,10-10-2023 11:36,10-10-2023 09:04,Delhi,09-09-2021,October,Inactive,UPI,SESS0091,STN198,SESS0091,USR4602,4W,208.65,2228.11,152,208.65,18.423421,74.342228,6,15,2023
AC Fast,21-10-2023 18:51,21-10-2023 16:04,Mumbai,30-08-2021,October,Active,Wallet,SESS0105,STN175,SESS0105,USR3299,4W,108.88,947.08,167,108.88,17.930332,73.486955,3,50,2023
AC Slow,11-10-2023 03:38,11-10-2023 02:06,Pune,03-07-2022,October,Inactive,Net Banking,SESS0130,STN149,SESS0130,USR7967,Bus,63.32,677.48,92,63.32,17.337286,76.449238,6,7.4,2023
DC Fast,15-02-2023 04:26,15-02-2023 03:19,Bangalore,09-07-2023,February,Inactive,Net Banking,SESS0282,STN116,SESS0282,USR7169,2W,92.16,564.43,67,92.16,18.975783,74.890174,2,7.4,2023
AC Fast,27-07-2023 08:25,27-07-2023 06:57,Hyderabad,02-01-2022,July,Active,Net Banking,SESS0001,STN197,SESS0001,USR9020,4W,257.96,2188.05,88,257.96,18.04427,76.567364,4,120,2023
AC Fast,21-06-2023 23:38,21-06-2023 21:58,Hyderabad,15-02-2021,June,Inactive,Credit Card,SESS0239,STN113,SESS0239,USR6795,Bus,137.68,779.5,100,137.68,18.70996,74.754818,2,15,2023
DC Fast,22-02-2023 05:59,22-02-2023 03:13,Bangalore,01-06-2021,February,Active,Wallet,SESS0183,STN131,SESS0183,USR9004,2W,85.09,448.33,166,85.09,18.190763,75.401176,4,50,2023
DC Fast,02-10-2023 22:33,02-10-2023 19:40,Hyderabad,18-08-2023,October,Active,Wallet,SESS0181,STN140,SESS0181,USR4573,2W,158.54,1092.37,173,158.54,17.607438,72.546434,5,7.4,2023
DC Fast,17-06-2023 21:21,17-06-2023 19:52,Mumbai,01-06-2021,June,Inactive,Wallet,SESS0043,STN151,SESS0043,USR4175,2W,273.66,1132.6,89,273.66,17.892212,73.269286,5,15,2023
AC Slow,23-11-2023 07:33,23-11-2023 06:26,Pune,28-12-2022,November,Inactive,Credit Card,SESS0165,STN194,SESS0165,USR7951,3W,58.19,285.61,67,58.19,17.351858,76.623863,4,50,2023
AC Slow,09-02-2023 12:01,09-02-2023 11:28,Pune,07-11-2021,February,Inactive,Net Banking,SESS0185,STN116,SESS0185,USR1820,2W,270.06,1138.29,33,270.06,17.647901,73.706523,4,120,2023
AC Slow,20-02-2023 12:14,20-02-2023 10:42,Hyderabad,15-04-2023,February,Inactive,Wallet,SESS0071,STN191,SESS0071,USR1556,Bus,267.34,1481.8,92,267.34,17.15818,72.894879,4,3.3,2023
DC Fast,23-11-2023 22:10,23-11-2023 20:42,Pune,15-07-2022,November,Inactive,Net Banking,SESS0292,STN122,SESS0292,USR1508,Bus,165.14,816.33,88,165.14,17.899077,73.008669,6,15,2023
AC Slow,24-02-2023 01:56,24-02-2023 00:36,Delhi,05-02-2022,February,Inactive,UPI,SESS0063,STN178,SESS0063,USR5791,3W,234.16,2057.93,80,234.16,17.168318,74.607613,5,50,2023
AC Fast,12-02-2023 00:40,11-02-2023 22:21,Bangalore,15-09-2022,February,Inactive,UPI,SESS0014,STN148,SESS0014,USR1191,4W,94.54,425.82,139,94.54,17.057439,76.812361,5,3.3,2023
AC Fast,24-09-2023 10:10,24-09-2023 08:02,Mumbai,01-05-2022,September,Active,UPI,SESS0213,STN127,SESS0213,USR9879,4W,131.35,855.45,128,131.35,18.014326,74.101702,4,3.3,2023
DC Fast,19-10-2023 13:04,19-10-2023 12:28,Mumbai,12-09-2021,October,Inactive,Net Banking,SESS0031,STN136,SESS0031,USR4336,4W,104.59,686.52,36,104.59,17.444797,73.180829,4,15,2023
AC Fast,28-01-2023 23:52,28-01-2023 20:57,Pune,25-04-2022,January,Active,Wallet,SESS0197,STN178,SESS0197,USR4045,Bus,168.81,823.41,175,168.81,18.172253,75.165205,2,7.4,2023
AC Slow,03-04-2023 04:43,03-04-2023 03:40,Delhi,06-10-2021,April,Inactive,Wallet,SESS0144,STN165,SESS0144,USR5831,4W,298.75,2220.62,63,298.75,17.783963,77.961691,2,7.4,2023
AC Slow,22-03-2023 03:39,22-03-2023 02:01,Mumbai,28-01-2023,March,Active,UPI,SESS0077,STN170,SESS0077,USR1015,2W,27.22,236.21,98,27.22,17.44242,73.313681,5,15,2023
AC Slow,01-08-2023 06:53,01-08-2023 05:53,Hyderabad,04-06-2023,August,Active,Wallet,SESS0016,STN196,SESS0016,USR9821,4W,276.39,2842,60,276.39,18.63076,77.089782,6,15,2023
AC Slow,22-04-2023 16:06,22-04-2023 15:00,Hyderabad,15-04-2023,April,Inactive,Wallet,SESS0071,STN191,SESS0071,USR1556,Bus,253.58,1454.25,66,253.58,17.15818,72.894879,4,3.3,2023
AC Fast,12-04-2023 20:51,12-04-2023 19:18,Hyderabad,15-03-2023,April,Active,Net Banking,SESS0246,STN135,SESS0246,USR2815,2W,138,836.06,93,138,18.345384,73.30322,2,15,2023
AC Fast,06-11-2023 20:08,06-11-2023 19:34,Mumbai,15-11-2021,November,Inactive,Net Banking,SESS0025,STN166,SESS0025,USR9303,4W,185.22,1844.98,34,185.22,17.487145,77.056793,6,120,2023
DC Fast,14-01-2023 15:13,14-01-2023 14:05,Mumbai,31-12-2022,January,Inactive,UPI,SESS0198,STN155,SESS0198,USR1714,4W,84.35,637.9,68,84.35,17.247183,72.83256,5,3.3,2023
AC Slow,25-12-2023 20:50,25-12-2023 19:04,Bangalore,21-10-2021,December,Inactive,Net Banking,SESS0136,STN147,SESS0136,USR3586,Bus,152.24,1244.01,106,152.24,18.167453,76.910978,5,3.3,2023
AC Fast,31-05-2023 21:38,31-05-2023 20:18,Bangalore,11-04-2021,May,Active,Credit Card,SESS0243,STN162,SESS0243,USR8892,4W,168.49,1484.67,80,168.49,17.032622,77.072344,6,120,2023
AC Fast,19-01-2023 05:45,19-01-2023 02:54,Delhi,03-07-2021,January,Active,Net Banking,SESS0175,STN174,SESS0175,USR1065,Bus,213.34,1316.94,171,213.34,18.335017,75.932155,3,50,2023
DC Fast,28-11-2023 05:37,28-11-2023 02:38,Hyderabad,04-02-2022,November,Inactive,Net Banking,SESS0054,STN107,SESS0054,USR1591,Bus,80.55,899.77,179,80.55,18.088254,76.395947,4,50,2023
DC Fast,19-11-2023 11:12,19-11-2023 08:57,Bangalore,08-07-2021,November,Inactive,UPI,SESS0255,STN180,SESS0255,USR5088,4W,139.32,1062.5,135,139.32,18.963797,76.908924,5,15,2023
DC Fast,28-05-2023 11:22,28-05-2023 10:19,Bangalore,14-05-2021,May,Active,Wallet,SESS0266,STN152,SESS0266,USR1800,2W,65.61,571.38,63,65.61,17.214299,77.298106,6,3.3,2023
AC Slow,30-03-2023 11:45,30-03-2023 10:38,Mumbai,21-12-2021,March,Active,Net Banking,SESS0256,STN119,SESS0256,USR1293,3W,86.07,483.86,67,86.07,17.822821,77.415317,5,3.3,2023
AC Fast,16-11-2023 00:58,16-11-2023 00:24,Pune,11-05-2023,November,Active,UPI,SESS0167,STN130,SESS0167,USR5830,4W,189.86,1807.37,34,189.86,17.72098,77.98651,3,3.3,2023
AC Slow,08-11-2023 09:49,08-11-2023 08:44,Pune,12-01-2022,November,Inactive,Wallet,SESS0215,STN129,SESS0215,USR6151,Bus,86.86,820.25,65,86.86,17.700066,74.629885,6,50,2023
AC Slow,01-11-2023 10:38,01-11-2023 09:13,Delhi,05-02-2022,November,Inactive,UPI,SESS0063,STN178,SESS0063,USR5791,3W,297.5,2698.78,85,297.5,17.168318,74.607613,5,50,2023
DC Fast,27-06-2023 00:08,26-06-2023 22:10,Bangalore,03-07-2023,June,Active,Net Banking,SESS0121,STN162,SESS0121,USR5323,4W,95.95,906.88,118,95.95,18.461714,75.495266,2,15,2023
DC Fast,09-12-2023 10:51,09-12-2023 08:47,Hyderabad,03-04-2023,December,Active,Wallet,SESS0089,STN173,SESS0089,USR8204,4W,92.94,761.28,124,92.94,18.355249,72.349854,2,50,2023
AC Slow,06-10-2023 06:24,06-10-2023 04:27,Pune,03-07-2022,October,Inactive,Net Banking,SESS0130,STN149,SESS0130,USR7967,Bus,264.71,2558.03,117,264.71,17.337286,76.449238,6,7.4,2023
AC Slow,01-07-2023 16:17,01-07-2023 13:26,Mumbai,18-02-2022,July,Inactive,UPI,SESS0107,STN154,SESS0107,USR2219,Bus,166.58,875.46,171,166.58,18.319199,75.360846,2,120,2023
DC Fast,26-12-2023 17:54,26-12-2023 15:12,Mumbai,06-12-2021,December,Active,Credit Card,SESS0291,STN135,SESS0291,USR9242,2W,199.05,2154.98,162,199.05,17.683592,72.369444,5,120,2023
DC Fast,05-07-2023 15:55,05-07-2023 14:17,Delhi,08-10-2021,July,Active,Wallet,SESS0268,STN144,SESS0268,USR1824,4W,61.91,628.86,98,61.91,17.517309,74.00592,3,3.3,2023
AC Slow,06-11-2023 22:08,06-11-2023 20:17,Bangalore,23-08-2021,November,Inactive,Net Banking,SESS0297,STN135,SESS0297,USR6681,2W,206.49,1617.61,111,206.49,18.244159,75.00692,5,3.3,2023
AC Slow,13-02-2023 13:39,13-02-2023 12:41,Delhi,19-08-2021,February,Active,UPI,SESS0099,STN150,SESS0099,USR1181,Bus,79.23,929,58,79.23,18.822324,77.344361,6,15,2023
AC Slow,27-02-2023 01:18,27-02-2023 00:35,Pune,14-08-2022,February,Inactive,UPI,SESS0214,STN165,SESS0214,USR1242,Bus,227.36,2123.74,43,227.36,17.484479,75.957186,4,50,2023
DC Fast,18-03-2023 21:12,18-03-2023 20:16,Bangalore,25-12-2021,March,Inactive,Credit Card,SESS0088,STN191,SESS0088,USR6891,3W,103.95,1098.76,56,103.95,18.174325,74.482911,4,120,2023
AC Fast,15-02-2023 20:34,15-02-2023 19:39,Mumbai,13-05-2022,February,Inactive,Wallet,SESS0146,STN171,SESS0146,USR5886,3W,161.67,1396.51,55,161.67,17.554987,76.356734,2,15,2023
AC Fast,11-06-2023 22:51,11-06-2023 21:50,Mumbai,29-03-2023,June,Active,Net Banking,SESS0219,STN112,SESS0219,USR6912,3W,277.98,1465.54,61,277.98,17.799141,76.364653,3,50,2023
AC Slow,22-03-2023 16:39,22-03-2023 14:10,Bangalore,29-12-2022,March,Active,UPI,SESS0287,STN100,SESS0287,USR7839,3W,212.86,1797.24,149,212.86,17.413964,74.96159,3,3.3,2023
DC Fast,19-10-2023 04:32,19-10-2023 03:18,Pune,14-06-2023,October,Inactive,Wallet,SESS0187,STN118,SESS0187,USR7314,Bus,94.63,548.48,74,94.63,17.841375,73.053672,5,7.4,2023
AC Fast,03-08-2023 01:46,03-08-2023 00:02,Bangalore,15-09-2022,August,Inactive,UPI,SESS0014,STN148,SESS0014,USR1191,4W,260.58,1216.18,104,260.58,17.057439,76.812361,5,3.3,2023
AC Fast,28-03-2023 17:50,28-03-2023 15:51,Hyderabad,02-07-2021,March,Active,Net Banking,SESS0252,STN178,SESS0252,USR7572,Bus,255.6,2652.29,119,255.6,17.529116,72.309247,3,50,2023
DC Fast,16-05-2023 06:56,16-05-2023 05:34,Pune,10-07-2021,May,Active,Credit Card,SESS0265,STN129,SESS0265,USR5971,4W,134.86,1185.65,82,134.86,18.156691,72.108162,2,50,2023
AC Fast,28-11-2023 00:16,27-11-2023 23:00,Delhi,12-06-2023,November,Active,UPI,SESS0283,STN195,SESS0283,USR2335,4W,220.66,1545.24,76,220.66,17.623358,72.244698,6,120,2023
AC Slow,10-01-2023 18:49,10-01-2023 15:53,Mumbai,07-05-2022,January,Active,UPI,SESS0027,STN122,SESS0027,USR5891,4W,287.82,1634.23,176,287.82,17.895457,75.299547,2,50,2023
AC Slow,31-01-2023 21:26,31-01-2023 19:02,Bangalore,23-05-2022,January,Inactive,UPI,SESS0032,STN144,SESS0032,USR2694,4W,123.27,1231.61,144,123.27,18.746438,74.557522,4,15,2023
DC Fast,23-03-2023 02:20,22-03-2023 23:22,Mumbai,28-06-2021,March,Active,Wallet,SESS0236,STN114,SESS0236,USR4218,2W,102.47,586.74,178,102.47,18.064896,75.088619,3,50,2023
AC Fast,11-05-2023 16:07,11-05-2023 13:53,Delhi,20-08-2021,May,Active,Wallet,SESS0022,STN108,SESS0022,USR5845,Bus,221.87,2300.45,134,221.87,17.54046,75.032857,4,50,2023
AC Slow,27-11-2023 06:19,27-11-2023 03:55,Mumbai,14-01-2022,November,Active,Wallet,SESS0082,STN151,SESS0082,USR6233,4W,242.25,2078.62,144,242.25,17.280733,74.794692,4,15,2023
DC Fast,10-06-2023 08:57,10-06-2023 06:34,Mumbai,07-08-2023,June,Active,Credit Card,SESS0162,STN103,SESS0162,USR7325,2W,89.65,1048.59,143,89.65,18.541421,76.914501,2,120,2023
DC Fast,03-03-2023 06:13,03-03-2023 05:19,Delhi,21-03-2023,March,Active,Credit Card,SESS0072,STN152,SESS0072,USR8737,Bus,51.24,457.37,54,51.24,18.882679,73.668223,5,7.4,2023
AC Fast,19-03-2023 07:06,19-03-2023 04:49,Pune,25-04-2022,March,Active,Wallet,SESS0197,STN178,SESS0197,USR4045,Bus,120.74,1219.03,137,120.74,18.172253,75.165205,2,7.4,2023
AC Slow,07-03-2023 01:10,06-03-2023 23:26,Hyderabad,02-05-2023,March,Active,UPI,SESS0004,STN158,SESS0004,USR1021,3W,191.43,1809.74,104,191.43,17.160604,73.270649,5,50,2023
AC Fast,18-11-2023 03:07,18-11-2023 01:02,Hyderabad,15-03-2023,November,Active,Net Banking,SESS0246,STN135,SESS0246,USR2815,2W,63.82,686.66,125,63.82,18.345384,73.30322,2,15,2023
AC Fast,05-03-2023 04:10,05-03-2023 02:25,Bangalore,15-09-2022,March,Inactive,UPI,SESS0014,STN148,SESS0014,USR1191,4W,177.12,855.05,105,177.12,17.057439,76.812361,5,3.3,2023
AC Fast,19-12-2023 13:30,19-12-2023 12:04,Hyderabad,03-12-2021,December,Inactive,UPI,SESS0114,STN109,SESS0114,USR1663,3W,82.09,760.66,86,82.09,17.702601,76.363986,2,120,2023
DC Fast,02-07-2023 07:07,02-07-2023 06:06,Hyderabad,24-10-2022,July,Active,Credit Card,SESS0129,STN151,SESS0129,USR9184,3W,149.48,821.66,61,149.48,18.270293,76.27082,5,7.4,2023
AC Slow,06-10-2023 08:33,06-10-2023 07:09,Mumbai,07-05-2022,October,Active,UPI,SESS0027,STN122,SESS0027,USR5891,4W,160.52,1781.93,84,160.52,17.895457,75.299547,2,50,2023
DC Fast,01-08-2023 16:05,01-08-2023 13:42,Bangalore,09-07-2023,August,Inactive,Net Banking,SESS0282,STN116,SESS0282,USR7169,2W,296.66,2577.65,143,296.66,18.975783,74.890174,2,7.4,2023
AC Fast,26-03-2023 06:36,26-03-2023 06:01,Hyderabad,22-07-2022,March,Active,Credit Card,SESS0069,STN167,SESS0069,USR5063,Bus,130.24,1536.72,35,130.24,17.132885,76.122406,4,15,2023
AC Slow,20-10-2023 23:18,20-10-2023 22:33,Delhi,06-10-2021,October,Inactive,Wallet,SESS0144,STN165,SESS0144,USR5831,4W,59.91,312.11,45,59.91,17.783963,77.961691,2,7.4,2023
AC Fast,19-08-2023 22:22,19-08-2023 21:35,Hyderabad,04-05-2023,August,Inactive,Wallet,SESS0040,STN174,SESS0040,USR7501,Bus,114.17,510.31,47,114.17,17.305787,77.235661,6,7.4,2023
DC Fast,11-03-2023 04:30,11-03-2023 02:05,Mumbai,20-02-2023,March,Active,Wallet,SESS0267,STN127,SESS0267,USR1178,2W,231.52,2320.85,145,231.52,18.671011,72.403356,5,15,2023
AC Fast,17-12-2023 07:38,17-12-2023 04:43,Bangalore,16-12-2021,December,Active,Net Banking,SESS0002,STN152,SESS0002,USR5218,3W,220.58,1586.12,175,220.58,17.536351,74.33164,2,15,2023
AC Slow,26-11-2023 19:26,26-11-2023 17:46,Pune,27-01-2023,November,Active,Wallet,SESS0028,STN145,SESS0028,USR4672,2W,56.56,320.89,100,56.56,18.274468,77.857656,3,50,2023
AC Slow,24-11-2023 17:36,24-11-2023 16:51,Pune,18-05-2023,November,Inactive,Credit Card,SESS0276,STN138,SESS0276,USR6617,3W,176.22,1038.94,45,176.22,17.867195,75.578434,4,50,2023
